kpi_unit,kpi_formula,kpi_output_type,kpi_source,kpi_name,kpi_id,kpi_category
% decrease yoy,(A-B)/A,%,EventVester,Segment Net Sales - Stores originated channel comparable sales change,868,Segment Net Sales
% increase yoy,(A-B)/A,%,EventVester,Segment Net Sales - Stores originated channel comparable sales change,868,Segment Net Sales
% increase,(A-B)/A,%,EventVester,Store Comparable Sales,869,Store Comparable Sales
% increase yoy,(A-B)/A,%,EventVester,Global Segment Sales - Global eCommerce sales,870,Global Segment Sales
%,A,%,EventVester,Member Subscription - Sam's Club Member Count,871,Member Subscription
$,A,$,EventVester,Other - Membership and other income,872,Other
%,A,#,EventVester,Segment Sales - Sam's Club eCommerce sales,873,Segment Sales
% increase yoy,(A-B)/A,%,EventVester,Segment Sales - Sam's Club eCommerce sales,873,Segment Sales
%,A,#,EventVester,Segment Sales - Sam's Club comp sales with fuel,874,Segment Sales
% decrease yoy,(A-B)/A,%,EventVester,Segment Sales - Sam's Club comp sales with fuel,874,Segment Sales
% increase yoy,(A-B)/A,%,EventVester,Segment Sales - Sam's Club comp sales with fuel,874,Segment Sales
% decrease yoy,(A-B)/A,%,EventVester,Segment Sales - Sam's Club comp sales without fuel,875,Segment Sales
% increase yoy,(A-B)/A,%,EventVester,Segment Sales - Sam's Club comp sales without fuel,875,Segment Sales
$,A,$,EventVester,Segment Sales - Sam's Club Sales,876,Segment Sales
$,A,$,EventVester,Segment Sales - Walmart International Sales,877,Segment Sales
$,A,$,EventVester,"Segment Sales - Walmart International Sales, Excluding currency",878,Segment Sales
$,A,$,EventVester,Segment Sales - Walmart U.S Sales,879,Segment Sales
%,A,#,EventVester,Segment Sales - Walmart U.S. comp sales with fuel,880,Segment Sales
% decrease yoy,(A-B)/A,%,EventVester,Segment Sales - Walmart U.S. comp sales with fuel,880,Segment Sales
% increase yoy,(A-B)/A,%,EventVester,Segment Sales - Walmart U.S. comp sales with fuel,880,Segment Sales
% decrease yoy,(A-B)/A,%,EventVester,Segment Sales - Walmart U.S. comp sales without fuel,881,Segment Sales
% increase yoy,(A-B)/A,%,EventVester,Segment Sales - Walmart U.S. comp sales without fuel,881,Segment Sales
%,(A-B)/A,%,EventVester,Segment Sales - Walmart U.S. eCommerce sales,882,Segment Sales
% increase yoy,(A-B)/A,%,EventVester,Segment Sales - Walmart U.S. eCommerce sales,882,Segment Sales
stores,"COUNT(A1, A2,…,An)",#,EventVester,Store Count - Total Store Count,170,Store Count
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - New Store Count,883,Stores
$,A,$,EventVester,Marketplace - Marketplace GMV,884,Marketplace
units,A,$,EventVester,Marketplace - Marketplace Units,885,Marketplace
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Customer assurance revenue,886,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Marketplace and service revenue,887,Segment Revenue
no,A,#,EventVester,Amazon Web Services - AWS Availability Zones,888,Amazon Web Services
no,A,#,EventVester,Amazon Web Services - Geographic Regions,889,Amazon Web Services
,A,$,EventVester,Contact center - Contact center interactions,890,Contact center
$,A,$,EventVester,Holiday Season Sales,891,Holiday Season Sales
$,A,$,EventVester,Prime Day Sales,892,Prime Day Sales
$,A-B,$,EventVester,Product Net Sales - AWS,893,Product Net Sales
$,A-B,$,EventVester,Product Net Sales - Online stores,894,Product Net Sales
$,A-B,$,EventVester,Product Net Sales - Other,895,Product Net Sales
$,A-B,$,EventVester,Product Net Sales - Physical stores,896,Product Net Sales
$,A-B,$,EventVester,Product Net Sales - Retail products,897,Product Net Sales
$,A-B,$,EventVester,Product Net Sales - Retail subscription services,898,Product Net Sales
$,A-B,$,EventVester,Product Net Sales - Retail third-party seller services,899,Product Net Sales
$,A-B,$,EventVester,Product Net Sales - Subscription services,900,Product Net Sales
$,A-B,$,EventVester,Product Net Sales - Third-party seller services,901,Product Net Sales
% increase of capacity,(A-B)/A,%,EventVester,Seasonal - Grocery Delivery,902,Seasonal
$,A,$,EventVester,Seasonal - Incremental COVID-19 Costs,903,Seasonal
true/false,A,#,EventVester,Seasonal - Shipment Zero,904,Seasonal
$,A-B,$,EventVester,Segment Net Sales - AWS Segment,905,Segment Net Sales
$,A-B,$,EventVester,Segment Net Sales - International Segment,906,Segment Net Sales
$,A-B,$,EventVester,Segment Net Sales - North America Segment,907,Segment Net Sales
$,SUM(A1+A2+...+An)/n,$,EventVester,Order Value - Average Order Value,908,Order Value
$,A,$,EventVester,Revenue by Category - Commerce,909,Revenue by Category
$,A,$,EventVester,Revenue by Category - Direct to Consumer,910,Revenue by Category
$,A,$,EventVester,Revenue by Category - Other,911,Revenue by Category
units,A,#,EventVester,Subscriptions - Active Subscriptions,912,Subscriptions
%,(A-B)/A,%,EventVester,Subscriptions - Average Monthly Subscription Shipment Churn,913,Subscriptions
units,A,#,EventVester,Subscriptions  - New Subscriptions ,914,Subscriptions 
users,A/B,$,EventVester,Average monthly unique users - International,915,Average monthly unique users
users,A/B,$,EventVester,Average monthly unique users - U.S.,916,Average monthly unique users
$,A,$,EventVester,Revenue by geography - International,917,Revenue by geography
$,A,$,EventVester,Revenue by geography - United States,918,Revenue by geography
$,A,$,EventVester,Revenue by Source - Marketplace subscription revenue,919,Revenue by Source
$,A,$,EventVester,Revenue by Source - Other revenue,920,Revenue by Source
Dealers,A,$,EventVester,Total paying dealers,921,Total paying dealers
Customers,A,$,EventVester,Dealer Customers,922,Dealer Customers
$,A,$,EventVester,Revenues by Major products and services - Display advertising,923,Revenues by Major products and services
$,A,$,EventVester,Revenues by Major products and services - Other,924,Revenues by Major products and services
$/lead,A,$,EventVester,Revenues by Major products and services - Pay per lead,925,Revenues by Major products and services
$,A,$,EventVester,Revenues by Major products and services - Subscription advertising and digital solutions,926,Revenues by Major products and services
$,"SUM(A1,A2,…,An)",$,EventVester,Segment revenues - Dealer,927,Segment revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment revenues - OEM and National,928,Segment revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment revenues - Other,929,Segment revenues
customers,A/B,$,EventVester,Unique Visitors - Average Monthly Unique Visitors,930,Unique Visitors
Visitiors,A,$,EventVester,Website customers - Growth in website customers,931,Website customers
Customers,A,$,EventVester,Customers - Active customers,932,Customers
$,A,$,EventVester,Sales	 - Autoship customer sales	,933,Sales	
$,A,$,EventVester,Sales	 - Autoship customer sales,934,Sales	
%,(A-B)/A,%,EventVester,Sales	 - Autoship customer sales as a percentage of net sales,935,Sales	
$/customer,A-B,$,EventVester,Sales	 - Net sales per active customer,936,Sales	
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Consumables Revenue,937,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Hardgoods Revenue,938,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Other Revenue,939,Segment Revenue
Buyers,A,$,EventVester,Active Buyers,940,Active Buyers
$,A,$,EventVester,Gross merchandise value,941,Gross merchandise value
Orders,A,#,EventVester,Number of Orders,942,Number of Orders
$,A,$,EventVester,Revenue by Segment - Other services,943,Revenue by Segment
$,A,$,EventVester,Revenue by Segment - Seller marketplace services,944,Revenue by Segment
buyers,A,$,EventVester,Annual active buyers,945,Annual active buyers
sellers,A,$,EventVester,Annual active sellers,946,Annual active sellers
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Revenues - Germany Revenues,947,Geographic Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Revenues - Rest of world Revenues,948,Geographic Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Revenues - South Korea Revenues,949,Geographic Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Revenues - Total Geographic Revenues,950,Geographic Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Revenues - U.S. Revenues,951,Geographic Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Revenues - United Kingdom Revenues,952,Geographic Revenues
$,A,$,EventVester,GMV - Gross Merchandise Volume,953,GMV
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Classifieds / Other Revenues,954,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Elimination of inter-segment net Revenues,955,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Marketing services and other revenues,956,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Marketing services and other revenues Classifieds,957,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Marketing services and other revenues from Marketplace,958,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,"Segment Revenues - Marketing services and other revenues StubHub, Corporate and other",959,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Marketplace Revenues,960,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Net transaction revenues,961,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Net transaction revenues from Marketplace,962,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Net transaction revenues from StubHub,963,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Total net revenues,964,Segment Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenues - Total Segment Revenues,965,Segment Revenues
%,(A-B)/A,%,EventVester,Take rate,966,Take rate
$,A,$,EventVester,Active Buyers,940,Active Buyers
%,(A-B)/A,%,EventVester,Active Buyers,940,Active Buyers
$,A,$,EventVester,Active Sellers,967,Active Sellers
%,A,%,EventVester,Active Sellers,967,Active Sellers
$,A,$,EventVester,Gross merchandise sales,968,Gross Merchandise Sales
%,(A-B)/A,%,EventVester,International Gross Merchandise Sales,969,International Gross Merchandise Sales
%,(A-B)/A,%,EventVester,Mobile Gross Merchandise Sales,970,Mobile Gross Merchandise Sales
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Gross merchandise sales,971,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Marketplace revenue,972,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Marketplace Rvenue,973,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Services Revenue,974,Segment Revenue
% increase yoy,(A-B)/A,%,EventVester,Active customers,975,Active customers
customers,A,$,EventVester,Active customers,975,Active customers
$,SUM(A1+A2+...+An)/n,$,EventVester,Average order value,976,Average order value
$,A,$,EventVester,Geographical Revenue - Rest of the world,977,Geographical Revenue
$,A,$,EventVester,Geographical Revenue - United States,978,Geographical Revenue
$,A,$,EventVester,Revenue Segment - Non-scrubs,979,Revenue Segment
$,A,$,EventVester,Revenue Segment - Scrubs,980,Revenue Segment
$,A,$,EventVester,Revenues by Channel - E-commerce Revenue,981,Revenues by Channel
$,A,$,EventVester,Revenues by Channel - E-commerce Revenue (combined online and telephonic) ,982,Revenues by Channel
$,A,$,EventVester,Revenues by Channel - Other Revenue,983,Revenues by Channel
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - 1-800-Flowers.com Consumer Floral Revenue,984,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - BloomNet Revenue,985,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - BloomNet Wire Service Revenue,986,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Consumer Floral & Gifts Revenue,987,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Gourmet Food & Gift Baskets Revenue,988,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Intercompany eliminations,989,Segment Revenue
Customers,A,$,EventVester,Active customers for the trailing twelve months,990,active customers for the trailing twelve months
$,A,$,EventVester,Gross billings,991,Gross billings
$,A,$,EventVester,Revenue by Type - Product,992,Revenue by Type
$,A,$,EventVester,Revenue by Type - Service,993,Revenue by Type
units,A,$,EventVester,Total units - Total units of International,994,Total units
units,A,$,EventVester,Total units - Total units of North America,995,Total units
Customers,A,$,EventVester,TTM Active customers,996,TTM Active customers
Customers,A,$,EventVester,TTM Active customers - TTM Active customers of International,997,TTM Active customers
Customers,A,$,EventVester,TTM Active customers - TTM Active customers of North America,998,TTM Active customers
units,A,#,EventVester,Customers - Active customers,932,Customers
$,A,$,EventVester,Orders - Average order value,999,Orders
$,A,$,EventVester,Orders - Active customers,1000,Orders
%,(A-B)/A,%,EventVester,Orders - Mobile Device,1001,Orders
$,A,$,EventVester,Orders - Orders delivered,1002,Orders
units,A,#,EventVester,Orders - Orders delivered,1002,Orders
orders/customer,A/B,$,EventVester,Orders - Orders per active customer,1003,Orders
% increase yoy,A,%,EventVester,Active Buyers,940,Active Buyers
buyers,A,#,EventVester,Active Buyers,940,Active Buyers
% increase yoy,A,%,EventVester,Gross Merchandise Value (GMV),1004,Gross Merchandise Value (GMV)
$,A,$,EventVester,Gross Merchandise Value (GMV),1004,Gross Merchandise Value (GMV)
%,(A-B)/A,%,EventVester,Revenue by Product type - Branded Hard Parts,1005,Revenue by Product type
%,(A-B)/A,%,EventVester,Revenue by Product type - Branded Performance,1006,Revenue by Product type
%,(A-B)/A,%,EventVester,Revenue by Product type - Branded Replacement Parts,1007,Revenue by Product type
%,(A-B)/A,%,EventVester,Revenue by Product type - House Brands Hard Parts,1008,Revenue by Product type
%,(A-B)/A,%,EventVester,Revenue by Product type - House Brands Performance,1009,Revenue by Product type
%,(A-B)/A,%,EventVester,Revenue by Product type - House Brands Replacement Parts,1010,Revenue by Product type
items,A,#,EventVester,Annual Purchases - Existing Customers,1011,Annual Purchases
$,A,$,EventVester,Money Spent - Existing Customers,1012,Money Spent
Customers,A,$,EventVester,Number of Customers,1013,Number of Customers
$,A,$,EventVester,Product Revenue - Accessories,1014,Product Revenue
$,A,$,EventVester,Product Revenue - Apparel,1015,Product Revenue
$,A,$,EventVester,Product Revenue - Beauty,1016,Product Revenue
$,A,$,EventVester,Product Revenue - Electronics,1017,Product Revenue
$,A,$,EventVester,Product Revenue - Home,1018,Product Revenue
$,A,$,EventVester,Product Revenue - Jewelry,1019,Product Revenue
$,A,$,EventVester,Product Revenue - Other revenue,1020,Product Revenue
$,A,$,EventVester,Segment Revenue - Corp and other,1021,Segment Revenue
$,A,$,EventVester,Segment Revenue - QVC Int'l,1022,Segment Revenue
$,A,$,EventVester,Segment Revenue - QxH,1023,Segment Revenue
$,A,$,EventVester,Segment Revenue - Zulily,1024,Segment Revenue
Buyers,A,#,EventVester,Active buyers,1025,Active buyers
$,A,$,EventVester,AOV - Average order value,1026,AOV
$,A,$,EventVester,Gross Merchandise Value,1027,Gross Merchandise Value
Orders,A,#,EventVester,Orders reached,1028,Orders reached
$,A,$,EventVester,Revenue - Consignment and service revenue,1029,Revenue
$,A,$,EventVester,Revenue - Direct revenue,1030,Revenue
$,A,$,EventVester,Gross bookings value,1031,Gross bookings value
bookings,A,#,EventVester,New bookings,1032,New bookings
bookings,A,#,EventVester,Repeat bookings,1033,Repeat bookings
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - New bookings Revenue,1034,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Repeat Bookings Revenue,1035,Segment Revenue
bookings,A,#,EventVester,Total Bookings  - Total Bookings,1036,Total Bookings 
units,A,#,EventVester,Active customers,975,Active customers
$,A,$,EventVester,Average order value,976,Average order value
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Revenue - Revenue from Rest of the world,1037,Geographic Revenue
$,A,$,EventVester,Revenue by by Product Category - Beauty Product Revenue,1038,Revenue by by Product Category
$,A,$,EventVester,Revenue by by Product Category - Dresses Revenue,1039,Revenue by by Product Category
$,A,$,EventVester,Revenue by by Product Category - Fashion Apparel Product Revenue,1040,Revenue by by Product Category
$,A,$,EventVester,"Revenue by by Product Category - Handbags, Shoes and Accessories Revenue",1041,Revenue by by Product Category
$,A,$,EventVester,Revenue by by Product Category - Other Product Revenue,1042,Revenue by by Product Category
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - FORWARD Revenue,1043,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - REVOLVE Revenue,1044,Segment Revenue
units,A,#,EventVester,Total orders placed,1045,Total orders placed
clients,A,$,EventVester,Active clients,1046,Active clients
$/client,A-B,$,EventVester,Active clients - Net revenue per active client,1047,Active clients
$,A-B,$,EventVester,Key metrics - Net revenue,1048,Key metrics
$/client,A,$,EventVester,Net revenue per active client,1049,Net revenue per active client
buyers,A-B,$,EventVester,Active Buyers,940,Active Buyers
orders,A,$,EventVester,Active orders,1050,Active orders
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Consignment,1051,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Product,1052,Segment Revenue
$,SUM(A1+A2+...+An)/n,$,EventVester,Average order value ,1053,Average order value 
$/customer,A-B,$,EventVester,LTM Net Revenue - LTM Net Revenue Per Active Customer,1054,LTM Net Revenue
orders,A,$,EventVester,Orders delivered ,1055,Orders delivered 
%,(A-B)/A,%,EventVester,Orders delivered  - orders delivered via a mobile device,1056,Orders delivered 
Orders/Customer,SUM(A1+A2+...+An)/n,$,EventVester,Orders per customer,1057,Orders per customer
orders,A,#,EventVester,Orders placed by repeat customers,1058,Orders placed by repeat customers
%,(A-B)/A,%,EventVester,Orders placed via a mobile device,1059,Orders placed via a mobile device
% of toal orders,(A-B)/A,%,EventVester,Repeat customers,1060,Repeat customers
customers,A,$,EventVester,Repeat customers,1060,Repeat customers
customers,A,$,EventVester,Repeat customers orders,1061,Repeat customers orders
$,A,$,EventVester,Revenue by type - International net revenue,1062,Revenue by type
$,A,$,EventVester,Revenue by type - U.S. net revenue,1063,Revenue by type
users,A/B,$,EventVester,Active users - monthly active users,1064,Active users
Users,"COUNT(A1, A2,…,An)",#,EventVester,Countries - number of countries,1065,Countries
$,A,$,EventVester,Revenue by type - Logistics Revenue,1066,Revenue by type
$,A,$,EventVester,Revenue by type - Marketplace Revenue,1067,Revenue by type
$/buyer,(A-B)/A,%,EventVester,Revenue Per Active Buyer,1068,Revenue Per Active Buyer
stores,"SUM(A1,A2,…,An)",$,EventVester,Number stores - Number of Company-operated stores,1069,Number stores
stores,"SUM(A1,A2,…,An)",$,EventVester,Number stores - Number of franchised stores,1070,Number stores
%,(A-B)/A,%,EventVester,Same Store Revenues,1071,Same Store Revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment revenues - Franchise Royalties and Fees,1072,Segment revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment revenues - Lease and Retail Revenues,1073,Segment revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment revenues - Non-Retail Sales,1074,Segment revenues
$,"SUM(A1,A2,…,An)",$,EventVester,Segment revenues - Retail Sales,1075,Segment revenues
stores,"COUNT(A1, A2,…,An)",#,EventVester,No. of Stores,1076,No. of Stores
$,A,$,EventVester,Revenue by Category - Apparel Revenue,1077,Revenue by Category
$,A,$,EventVester,Revenue by Category - Footwear Revenue,1078,Revenue by Category
$,A,$,EventVester,Revenue by Category - Other Sales Revenue,1079,Revenue by Category
$,A,$,EventVester,Revenue by Category - Outdoors Revenue,1080,Revenue by Category
$,A,$,EventVester,Revenue by Category - Sports and Recreation Revenue,1081,Revenue by Category
%,(A-B)/A,%,EventVester,Comparable sales - Domestic comparable online sales,1082,Comparable sales
%,(A-B)/A,%,EventVester,Comparable sales - Domestic comparable sales,1083,Comparable sales
%,(A-B)/A,%,EventVester,Comparable sales - Enterprise comparable sales,1084,Comparable sales
%,(A-B)/A,%,EventVester,Comparable sales - International comparable sales,1085,Comparable sales
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Revenue - Domestic Revenue,1086,Geographic Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Revenue - International Revenue,1087,Geographic Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Segment Revenue - Domestic Revenue from Appliances,1088,Geographic Segment Revenue
%,"SUM(A1,A2,…,An)",%,EventVester,Geographic Segment Revenue - Domestic Revenue from Appliances,1088,Geographic Segment Revenue
%,"SUM(A1,A2,…,An)",%,EventVester,Geographic Segment Revenue - Domestic Revenue from Computing and  Phones,1089,Geographic Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Segment Revenue - Domestic Revenue from Computing and Mobile Phones,1090,Geographic Segment Revenue
%,"SUM(A1,A2,…,An)",%,EventVester,Geographic Segment Revenue - Domestic Revenue from Computing and Mobile Phones,1090,Geographic Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Segment Revenue - Domestic Revenue from Consumer Electronics,1091,Geographic Segment Revenue
%,"SUM(A1,A2,…,An)",%,EventVester,Geographic Segment Revenue - Domestic Revenue from Consumer Electronics,1091,Geographic Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Segment Revenue - Domestic Revenue from Entertainment,1092,Geographic Segment Revenue
%,"SUM(A1,A2,…,An)",%,EventVester,Geographic Segment Revenue - Domestic Revenue from Entertainment,1092,Geographic Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Segment Revenue - Domestic Revenue from Other,1093,Geographic Segment Revenue
%,"SUM(A1,A2,…,An)",%,EventVester,Geographic Segment Revenue - Domestic Revenue from Other,1093,Geographic Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Segment Revenue - Domestic Revenue from Services,1094,Geographic Segment Revenue
%,"SUM(A1,A2,…,An)",%,EventVester,Geographic Segment Revenue - Domestic Revenue from Services,1094,Geographic Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Segment Revenue - International Revenue from Appliances,1095,Geographic Segment Revenue
%,"SUM(A1,A2,…,An)",%,EventVester,Geographic Segment Revenue - International Revenue from Appliances,1095,Geographic Segment Revenue
%,"SUM(A1,A2,…,An)",%,EventVester,Geographic Segment Revenue - International Revenue from Computing and  Phones,1096,Geographic Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Segment Revenue - International Revenue from Computing and Mobile Phones,1097,Geographic Segment Revenue
%,"SUM(A1,A2,…,An)",%,EventVester,Geographic Segment Revenue - International Revenue from Computing and Mobile Phones,1097,Geographic Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Segment Revenue - International Revenue from Consumer Electronics,1098,Geographic Segment Revenue
%,"SUM(A1,A2,…,An)",%,EventVester,Geographic Segment Revenue - International Revenue from Consumer Electronics,1098,Geographic Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Segment Revenue - International Revenue from Entertainment,1099,Geographic Segment Revenue
%,"SUM(A1,A2,…,An)",%,EventVester,Geographic Segment Revenue - International Revenue from Entertainment,1099,Geographic Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Segment Revenue - International Revenue from Other,1100,Geographic Segment Revenue
%,"SUM(A1,A2,…,An)",%,EventVester,Geographic Segment Revenue - International Revenue from Other,1100,Geographic Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Geographic Segment Revenue - International Revenue from Services,1101,Geographic Segment Revenue
%,"SUM(A1,A2,…,An)",%,EventVester,Geographic Segment Revenue - International Revenue from Services,1101,Geographic Segment Revenue
$,A,$,EventVester,Revenue by Product - Appliances,1102,Revenue by Product
$,A,$,EventVester,Revenue by Product - Computing and Mobile Phones,1103,Revenue by Product
$,"SUM(A1,A2,…,An)",$,EventVester,Revenue by Product - Consumer Electronics,1104,Revenue by Product
$,A,$,EventVester,Revenue by Product - Entertainment,1105,Revenue by Product
$,A,$,EventVester,Revenue by Product - Other,1106,Revenue by Product
$,A,$,EventVester,Revenue by Product - Services,1107,Revenue by Product
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Domestic Revenue,1108,Segment Revenue
%,(A-B)/A,%,EventVester,Net Sales by Major Merchandise Categories - Apparel,1109,Net Sales by Major Merchandise Categories
%,(A-B)/A,%,EventVester,Net Sales by Major Merchandise Categories - Footwear,1110,Net Sales by Major Merchandise Categories
%,(A-B)/A,%,EventVester,"Net Sales by Major Merchandise Categories - Hats, accessories and other",1111,Net Sales by Major Merchandise Categories
%,(A-B)/A,%,EventVester,Segment Net Sales - E-commerce,1112,Segment Net Sales
$,A-B,$,EventVester,Segment Net Sales - E-commerce Revenue,1113,Segment Net Sales
$,A-B,$,EventVester,Segment Net Sales - Retail Stores Revenue,1114,Segment Net Sales
%,(A-B)/A,%,EventVester,Segment Net Sales - Stores,1115,Segment Net Sales
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - new stores,1116,Stores
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - store closed,1117,Stores
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Finance charges and other,1118,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Product sales,1119,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Repair service agreement commissions,1120,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Sub-Segment Revenue - Consumer electronics - Product sales,1121,Sub-Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Sub-Segment Revenue - Furniture and mattress - Product sales,1122,Sub-Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Sub-Segment Revenue - Home appliance - Product sales,1123,Sub-Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Sub-Segment Revenue - Home office - Product sales,1124,Sub-Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Sub-Segment Revenue - Other - Product sales,1125,Sub-Segment Revenue
$,A,$,EventVester,Revenue by Type - External Customer Sales,1126,Revenue by Type
$,A,$,EventVester,Revenue by Type - Intersegment Sales,1127,Revenue by Type
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Brand Portfolio,1128,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Canada Retail,1129,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - Elimination of intersegment net Revenue,1130,Segment Revenue
$,"SUM(A1,A2,…,An)",$,EventVester,Segment Revenue - U.S. Retail Revenue,1131,Segment Revenue
stores,"COUNT(A1, A2,…,An)",#,EventVester,Stores - Total number of stores,1132,Stores
$,A-B,$,EventVester,Segment Net Sales - Apparel Sales,1133,Segment Net Sales
$,A-B,$,EventVester,Segment Net Sales - Consumables Sales,1134,Segment Net Sales
$,A-B,$,EventVester,Segment Net Sales - Home products Sales,1135,Segment Net Sales
$,A-B,$,EventVester,Segment Net Sales - Seasonal Sales,1136,Segment Net Sales
stores,"SUM(A1,A2,…,An)",$,EventVester,Store count - Ending Store count,1137,Store count
stores,"SUM(A1,A2,…,An)",$,EventVester,Store count - New store openings,1138,Store count
stores,"SUM(A1,A2,…,An)",$,EventVester,Store count - Total selling square footage,1139,Store count
% decrease,(A-B)/A,%,EventVester,Net Sales - E- Commerce Sales,1140,Net Sales
% increase,(A-B)/A,%,EventVester,Net Sales - E- Commerce Sales,1140,Net Sales
% increase,(A-B)/A,%,EventVester,Net Sales - Same Store Sales,1141,Net Sales
stores,"COUNT(A1, A2,…,An)",#,EventVester,Relocated stores - DICK'S Sporting Goods,1142,Relocated stores
stores,"COUNT(A1, A2,…,An)",#,EventVester,Relocated stores - Specialty Concept Stores,1143,Relocated stores
$,A-B,$,EventVester,Revenue by Net Sales - Sales,1144,Revenue by Net Sales
,A,$,EventVester,Square Footage - DICK'S Sporting Goods,1145,Square Footage
