var_a_type,var_a_name,var_b_type,var_b_name,kpi_name,kpi_id,kpi_category
A,Revenue,,,Revenue from other sources - Food and beverage,855,Revenue from other sources
A,Revenue,,,Revenue from other sources - Hardlines,856,Revenue from other sources
A,Revenue,,,Revenue from other sources - Home furnishings and decor,857,Revenue from other sources
A,Revenue,,,Revenue from other sources - Other Revenue,858,Revenue from other sources
A,Revenue,,,Revenue from other sources - Others,859,Revenue from other sources
A,Same-Day Services,B,Same-Day Services Revenue previous period,Same-day services,860,Same-day services
A,Segment Net Sales,B,Previous Period Sales,Segment Net Sales - Comparable sales growth in Signature Categories,861,Segment Net Sales
A,Segment Net Sales,B,Sales previous period,Segment Net Sales - Digital comparable sales,862,Segment Net Sales
A,Segment Net Sales,B,Sales previous period,Segment Net Sales - Digitally originated comparable sales change,863,Segment Net Sales
A,Segment Net Sales,B,Sales previous period,Segment Net Sales - Sales by Digitally originated,864,Segment Net Sales
A,Segment Net Stores Sales,B,Sales previous period,Segment Net Sales - Sales by Stores Originated,865,Segment Net Sales
A,Segment Net Sales,B,Sales previous period,"Segment Net Sales - Same-day services (Order Pick Up, Drive Up and Shipt)",866,Segment Net Sales
A,Segment Net Sales,B,Sales previous period,"Segment Net Sales - Same-day services (Order Pick Up, Drive Up and Shipt)",866,Segment Net Sales
A,Segment Net Stores Sales,B,Sales previous period,Segment Net Sales - Stores originated channel comparable sales,867,Segment Net Sales
A,Segment Net Stores Sales,B,Sales previous period,Segment Net Sales - Stores originated channel comparable sales change,868,Segment Net Sales
A,Segment Net Stores Sales,B,Sales previous period,Segment Net Sales - Stores originated channel comparable sales change,868,Segment Net Sales
A,Stores Sales,B,Sales previous period,Store Comparable Sales,869,Store Comparable Sales
A,Segment Sales,B,Sales previous period,Global Segment Sales - Global eCommerce sales,870,Global Segment Sales
A,Count Members,,,Member Subscription - Sam's Club Member Count,871,Member Subscription
A,Members,,,Other - Membership and other income,872,Other
A,Segment Sales,,,Segment Sales - Sam's Club eCommerce sales,873,Segment Sales
A,Segment Sales,B,eCommerce Sales Sales previous period,Segment Sales - Sam's Club eCommerce sales,873,Segment Sales
A,Segment Sales,,,Segment Sales - Sam's Club comp sales with fuel,874,Segment Sales
A,Segment Sales,B,Sales previous period,Segment Sales - Sam's Club comp sales with fuel,874,Segment Sales
A,Segment Sales,B,Sales previous period,Segment Sales - Sam's Club comp sales with fuel,874,Segment Sales
A,Segment Sales,B,Sales previous period,Segment Sales - Sam's Club comp sales without fuel,875,Segment Sales
A,Segment Sales,B,Sales previous period,Segment Sales - Sam's Club comp sales without fuel,875,Segment Sales
A,Segment Sales,,,Segment Sales - Sam's Club Sales,876,Segment Sales
A,Segment Sales,,,Segment Sales - Walmart International Sales,877,Segment Sales
A,Segment Sales,,,"Segment Sales - Walmart International Sales, Excluding currency",878,Segment Sales
A,Segment Sales,,,"Segment Sales - Walmart International Sales, Excluding currency",878,Segment Sales
A,Segment Sales,,,Segment Sales - Walmart U.S Sales,879,Segment Sales
A,Segment Sales,,,Segment Sales - Walmart U.S. comp sales with fuel,880,Segment Sales
A,Segment Sales,B,Sales previous period,Segment Sales - Walmart U.S. comp sales with fuel,880,Segment Sales
A,Segment Sales,B,Sales previous period,Segment Sales - Walmart U.S. comp sales with fuel,880,Segment Sales
A,Segment Sales,B,Sales previous period,Segment Sales - Walmart U.S. comp sales without fuel,881,Segment Sales
A,Segment Sales,B,Sales previous period,Segment Sales - Walmart U.S. comp sales without fuel,881,Segment Sales
A,Segment Sales,B,Sales previous period,Segment Sales - Walmart U.S. eCommerce sales,882,Segment Sales
A,Segment Sales,B,Sales previous period,Segment Sales - Walmart U.S. eCommerce sales,882,Segment Sales
Ai,Total Stores Count,n,Number of Stores,Store Count - Total Store Count,170,Store Count
Ai,New Stores Count,n,Number of Stores,Stores - New Store Count,883,Stores
A,Gross Merchandise Volume,,,Marketplace - Marketplace GMV,884,Marketplace
A,Revenue from Marketplace Units,,,Marketplace - Marketplace Units,885,Marketplace
Ai,Segment Customers Revenue,n,Number of Segments,Segment Revenue - Customer assurance revenue,886,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Marketplace and service revenue,887,Segment Revenue
A,Availability Zones,,,Amazon Web Services - AWS Availability Zones,888,Amazon Web Services
A,Geographic Availability Zones,,,Amazon Web Services - Geographic Regions,889,Amazon Web Services
A,Contact Center Interactions,,,Contact center - Contact center interactions,890,Contact center
A,Holiday Sales,,,Holiday Season Sales,891,Holiday Season Sales
A,Prime Day Sales,,,Prime Day Sales,892,Prime Day Sales
A,Net Sales,B,Previous Period Sales,Product Net Sales - AWS,893,Product Net Sales
A,Net Stores Sales,B,Stores,Product Net Sales - Online stores,894,Product Net Sales
A,Net Sales,B,Previous Period Sales,Product Net Sales - Other,895,Product Net Sales
A,Net Stores Sales,B,Stores,Product Net Sales - Physical stores,896,Product Net Sales
A,Net Sales,B,Previous Period Sales,Product Net Sales - Retail products,897,Product Net Sales
A,Net Sales,B,Previous Period Sales,Product Net Sales - Retail subscription services,898,Product Net Sales
A,Net Sales,B,Previous Period Sales,Product Net Sales - Retail third-party seller services,899,Product Net Sales
A,Net Sales,B,Previous Period Sales,Product Net Sales - Subscription services,900,Product Net Sales
A,Net Sales,B,Previous Period Sales,Product Net Sales - Third-party seller services,901,Product Net Sales
A,Grocery Delivery,B,Grocery Delivery Revenue previous period,Seasonal - Grocery Delivery,902,Seasonal
A,COVID-19 Costs,,,Seasonal - Incremental COVID-19 Costs,903,Seasonal
A,Shipment Zero,,,Seasonal - Shipment Zero,904,Seasonal
A,Segment Net Sales,B,Previous Period Sales,Segment Net Sales - AWS Segment,905,Segment Net Sales
A,Segment Net Sales,B,Previous Period Sales,Segment Net Sales - International Segment,906,Segment Net Sales
A,Segment Net Sales,B,Previous Period Sales,Segment Net Sales - North America Segment,907,Segment Net Sales
Ai,Average,n,Number of Orders,Order Value - Average Order Value,908,Order Value
A,Revenue,,,Revenue by Category - Commerce,909,Revenue by Category
A,Sum of Revenue,,,Revenue by Category - Direct to Consumer,910,Revenue by Category
A,Revenue,,,Revenue by Category - Other,911,Revenue by Category
A,Subscriptions,,,Subscriptions - Active Subscriptions,912,Subscriptions
A,Average Monthly Active Subscriptions current period,B,Average Monthly Active Subscriptions previous period,Subscriptions - Average Monthly Subscription Shipment Churn,913,Subscriptions
A,New Subscriptions,,,Subscriptions  - New Subscriptions ,914,Subscriptions 
A,Average,B,Months,Average monthly unique users - International,915,Average monthly unique users
A,Average,B,Months,Average monthly unique users - U.S.,916,Average monthly unique users
A,Revenue,,,Revenue by geography - International,917,Revenue by geography
A,Revenue,,,Revenue by geography - United States,918,Revenue by geography
A,Revenue,,,Revenue by Source - Marketplace subscription revenue,919,Revenue by Source
A,Revenue,,,Revenue by Source - Other revenue,920,Revenue by Source
A,Total paying dealers,,,Total paying dealers,921,Total paying dealers
A,Dealer Customers,,,Dealer Customers,922,Dealer Customers
A,Revenue,,,Revenues by Major products and services - Display advertising,923,Revenues by Major products and services
A,Revenue,,,Revenues by Major products and services - Other,924,Revenues by Major products and services
A,per Unit Revenue,,,Revenues by Major products and services - Pay per lead,925,Revenues by Major products and services
A,Revenue,,,Revenues by Major products and services - Subscription advertising and digital solutions,926,Revenues by Major products and services
Ai,Segment Revenue,n,Number of Segments,Segment revenues - Dealer,927,Segment revenues
Ai,Segment Revenue,n,Number of Segments,Segment revenues - OEM and National,928,Segment revenues
Ai,Segment Revenue,n,Number of Segments,Segment revenues - Other,929,Segment revenues
A,Average Visitors,B,Time Periods,Unique Visitors - Average Monthly Unique Visitors,930,Unique Visitors
A,Customers,,,Website customers - Growth in website customers,931,Website customers
A,Customers,,,Customers - Active customers,932,Customers
A,Customers Sales,,,Sales	 - Autoship customer sales	,933,Sales	
A,Customers Sales,,,Sales	 - Autoship customer sales,934,Sales	
A,Net per Unit Customers Sales,B,Sales previous period,Sales	 - Autoship customer sales as a percentage of net sales,935,Sales	
A,Net per Unit Customers Sales,B,Previous Period Sales,Sales	 - Net sales per active customer,936,Sales	
Ai,Segment Sum of Revenue,n,Number of Segments,Segment Revenue - Consumables Revenue,937,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Hardgoods Revenue,938,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Other Revenue,939,Segment Revenue
A,Active Buyers,,,Active Buyers,940,Active Buyers
A,GMV,,,Gross merchandise value,941,Gross merchandise value
A,Orders,,,Number of Orders,942,Number of Orders
A,Segment Revenue,,,Revenue by Segment - Other services,943,Revenue by Segment
A,Segment Revenue,,,Revenue by Segment - Seller marketplace services,944,Revenue by Segment
A,Active Buyers,,,Annual active buyers,945,Annual active buyers
A,Active Sellers,,,Annual active sellers,946,Annual active sellers
Ai,Geographic Revenue,n,Number of Regions,Geographic Revenues - Germany Revenues,947,Geographic Revenues
Ai,Geographic Revenue,n,Number of Regions,Geographic Revenues - Rest of world Revenues,948,Geographic Revenues
Ai,Geographic Revenue,n,Number of Regions,Geographic Revenues - South Korea Revenues,949,Geographic Revenues
Ai,Total Geographic Revenue,n,Number of Regions,Geographic Revenues - Total Geographic Revenues,950,Geographic Revenues
Ai,Geographic Revenue,n,Number of Regions,Geographic Revenues - U.S. Revenues,951,Geographic Revenues
Ai,Geographic Revenue,n,Number of Regions,Geographic Revenues - United Kingdom Revenues,952,Geographic Revenues
A,Gross Merchandise Volume,,,GMV - Gross Merchandise Volume,953,GMV
Ai,Segment Revenue,n,Number of Segments,Segment Revenues - Classifieds / Other Revenues,954,Segment Revenues
Ai,Segment Net Revenue,n,Number of Segments,Segment Revenues - Elimination of inter-segment net Revenues,955,Segment Revenues
Ai,Segment Revenue,n,Number of Segments,Segment Revenues - Marketing services and other revenues,956,Segment Revenues
Ai,Segment Revenue,n,Number of Segments,Segment Revenues - Marketing services and other revenues Classifieds,957,Segment Revenues
Ai,Segment Revenue,n,Number of Segments,Segment Revenues - Marketing services and other revenues from Marketplace,958,Segment Revenues
Ai,Segment Revenue,n,Number of Segments,"Segment Revenues - Marketing services and other revenues StubHub, Corporate and other",959,Segment Revenues
Ai,Segment Revenue,n,Number of Segments,Segment Revenues - Marketplace Revenues,960,Segment Revenues
Ai,Segment Net Revenue,n,Number of Segments,Segment Revenues - Net transaction revenues,961,Segment Revenues
Ai,Segment Net Revenue,n,Number of Segments,Segment Revenues - Net transaction revenues from Marketplace,962,Segment Revenues
Ai,Segment Net Revenue,n,Number of Segments,Segment Revenues - Net transaction revenues from StubHub,963,Segment Revenues
Ai,Segment Total Net Revenue,n,Number of Segments,Segment Revenues - Total net revenues,964,Segment Revenues
Ai,Segment Total Revenue,n,Number of Segments,Segment Revenues - Total Segment Revenues,965,Segment Revenues
A,Take Rate,B,Take Rate previous value,Take rate,966,Take rate
A,Active Buyers,,,Active Buyers,940,Active Buyers
A,Active Buyers,B,Active Customers current period,Active Buyers,940,Active Buyers
A,Active Sellers,,,Active Sellers,967,Active Sellers
A,Active Sellers,,,Active Sellers,967,Active Sellers
A,Gross Sales,,,Gross merchandise sales,968,Gross Merchandise Sales
A,Gross Sales,B,Sales previous period,International Gross Merchandise Sales,969,International Gross Merchandise Sales
A,Gross Sales,B,Sales previous period,Mobile Gross Merchandise Sales,970,Mobile Gross Merchandise Sales
Ai,Segment Gross Sales Revenue,n,Number of Segments,Segment Revenue - Gross merchandise sales,971,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Marketplace revenue,972,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Marketplace Rvenue,973,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Services Revenue,974,Segment Revenue
A,Active Customers,B,Active Customers previous period,Active customers,975,Active customers
A,Customers,,,Active customers,975,Active customers
Ai,Average,n,Number of Orders,Average order value,976,Average order value
A,Geographic Revenue,,,Geographical Revenue - Rest of the world,977,Geographical Revenue
A,Geographic Revenue,,,Geographical Revenue - United States,978,Geographical Revenue
A,Segment Revenue,,,Revenue Segment - Non-scrubs,979,Revenue Segment
A,Segment Revenue,,,Revenue Segment - Scrubs,980,Revenue Segment
A,Revenue,,,Revenues by Channel - E-commerce Revenue,981,Revenues by Channel
A,Revenue,,,Revenues by Channel - E-commerce Revenue (combined online and telephonic) ,982,Revenues by Channel
A,Revenue,,,Revenues by Channel - Other Revenue,983,Revenues by Channel
Ai,Segment Sum of Revenue,n,Number of Segments,Segment Revenue - 1-800-Flowers.com Consumer Floral Revenue,984,Segment Revenue
Ai,Segment Net Revenue,n,Number of Segments,Segment Revenue - BloomNet Revenue,985,Segment Revenue
Ai,Segment Net Revenue,n,Number of Segments,Segment Revenue - BloomNet Wire Service Revenue,986,Segment Revenue
Ai,Segment Sum of Revenue,n,Number of Segments,Segment Revenue - Consumer Floral & Gifts Revenue,987,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Corporate Revenue,10,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Gourmet Food & Gift Baskets Revenue,988,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Intercompany eliminations,989,Segment Revenue
A,Active Customers,,,Active customers for the trailing twelve months,990,active customers for the trailing twelve months
A,Gross Billings,,,Gross billings,991,Gross billings
A,Revenue,,,Revenue by Type - Product,992,Revenue by Type
A,Revenue,,,Revenue by Type - Service,993,Revenue by Type
A,Total Units,,,Total units - Total units of International,994,Total units
A,Total Units,,,Total units - Total units of North America,995,Total units
A,Customers,,,TTM Active customers,996,TTM Active customers
A,Customers,,,TTM Active customers - TTM Active customers of International,997,TTM Active customers
A,Customers,,,TTM Active customers - TTM Active customers of North America,998,TTM Active customers
A,Customers,,,Customers - Active customers,932,Customers
A,Average,,,Orders - Average order value,999,Orders
A,Customers,,,Orders - Active customers,1000,Orders
A,Mobile Device Orders,B,Mobile Device Orders previous period,Orders - Mobile Device,1001,Orders
A,Orders Delivered,,,Orders - Orders delivered,1002,Orders
A,Orders Delivered,,,Orders - Orders delivered,1002,Orders
A,Per Unit Customers,B,Units,Orders - Orders per active customer,1003,Orders
A,Per Unit Customers,B,Units,Orders - Orders per active customer,1003,Orders
A,Active Buyers,,,Active Buyers,940,Active Buyers
A,Active Buyers,,,Active Buyers,940,Active Buyers
A,Gross Merchandise Volume,,,Gross Merchandise Value (GMV),1004,Gross Merchandise Value (GMV)
A,Gross Merchandise Volume,,,Gross Merchandise Value (GMV),1004,Gross Merchandise Value (GMV)
A,Revenue,B,Revenue previous period,Revenue by Product type - Branded Hard Parts,1005,Revenue by Product type
A,per Unit Revenue,B,Per Unit Revenue previous period,Revenue by Product type - Branded Performance,1006,Revenue by Product type
A,Revenue,B,Revenue previous period,Revenue by Product type - Branded Replacement Parts,1007,Revenue by Product type
A,Revenue,B,Revenue previous period,Revenue by Product type - House Brands Hard Parts,1008,Revenue by Product type
A,per Unit Revenue,B,Per Unit Revenue previous period,Revenue by Product type - House Brands Performance,1009,Revenue by Product type
A,Revenue,B,Revenue previous period,Revenue by Product type - House Brands Replacement Parts,1010,Revenue by Product type
A,Annual Purchases,,,Annual Purchases - Existing Customers,1011,Annual Purchases
A,Money Spent,,,Money Spent - Existing Customers,1012,Money Spent
A,Number of Customers,,,Number of Customers,1013,Number of Customers
A,Revenue,,,Product Revenue - Accessories,1014,Product Revenue
A,Revenue,,,Product Revenue - Apparel,1015,Product Revenue
A,Revenue,,,Product Revenue - Beauty,1016,Product Revenue
A,Revenue,,,Product Revenue - Electronics,1017,Product Revenue
A,Revenue,,,Product Revenue - Home,1018,Product Revenue
A,Revenue,,,Product Revenue - Jewelry,1019,Product Revenue
A,Revenue,,,Product Revenue - Other revenue,1020,Product Revenue
A,Segment Revenue,,,Segment Revenue - Corp and other,1021,Segment Revenue
A,Segment Revenue,,,Segment Revenue - QVC Int'l,1022,Segment Revenue
A,Segment Revenue,,,Segment Revenue - QxH,1023,Segment Revenue
A,Segment Revenue,,,Segment Revenue - Zulily,1024,Segment Revenue
A,Active Buyers,,,Active buyers,1025,Active buyers
A,Average,,,AOV - Average order value,1026,AOV
A,Gross,,,Gross Merchandise Value,1027,Gross Merchandise Value
A,Orders Reached,,,Orders reached,1028,Orders reached
A,Revenue,,,Revenue - Consignment and service revenue,1029,Revenue
A,Revenue,,,Revenue - Direct revenue,1030,Revenue
A,Gross,,,Gross bookings value,1031,Gross bookings value
A,New,,,New bookings,1032,New bookings
A,Repeat Bookings,,,Repeat bookings,1033,Repeat bookings
Ai,Segment New Revenue,n,Number of Segments,Segment Revenue - New bookings Revenue,1034,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Repeat Bookings Revenue,1035,Segment Revenue
A,Total Bookings,,,Total Bookings  - Total Bookings,1036,Total Bookings 
A,Customers,,,Active customers,975,Active customers
A,Average,,,Average order value,976,Average order value
Ai,Geographic Revenue,n,Number of Regions,Geographic Revenue - Revenue from Rest of the world,1037,Geographic Revenue
Ai,Geographic Revenue,n,Number of Regions,Geographic Revenue - Revenue from United States,1,Geographic Revenue
A,Revenue,,,Revenue by by Product Category - Beauty Product Revenue,1038,Revenue by by Product Category
A,Revenue,,,Revenue by by Product Category - Dresses Revenue,1039,Revenue by by Product Category
A,Revenue,,,Revenue by by Product Category - Fashion Apparel Product Revenue,1040,Revenue by by Product Category
A,Revenue,,,"Revenue by by Product Category - Handbags, Shoes and Accessories Revenue",1041,Revenue by by Product Category
A,Revenue,,,Revenue by by Product Category - Other Product Revenue,1042,Revenue by by Product Category
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - FORWARD Revenue,1043,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - REVOLVE Revenue,1044,Segment Revenue
A,Total Orders Placed,,,Total orders placed,1045,Total orders placed
A,Active Clients,,,Active clients,1046,Active clients
A,Net per Unit Revenue,B,Per Unit Revenue previous period,Active clients - Net revenue per active client,1047,Active clients
A,Net Revenue,B,Revenue previous period,Key metrics - Net revenue,1048,Key metrics
A,Net per Unit Revenue,,,Net revenue per active client,1049,Net revenue per active client
A,Active Buyers,B,Per Unit Revenue previous period,Active Buyers,940,Active Buyers
A,Active Buyers,,,Active orders,1050,Active orders
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Consignment,1051,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Product,1052,Segment Revenue
A,Customers,,,Active customers,975,Active customers
Ai,Average,n,Number of Orders,Average order value ,1053,Average order value 
A,Net per Unit Customers Revenue,B,Per Unit Customers Revenue current period,LTM Net Revenue - LTM Net Revenue Per Active Customer,1054,LTM Net Revenue
A,Orders delivered ,,,Orders delivered ,1055,Orders delivered 
A,Orders Delivered current period,B,Orders Delivered previous period,Orders delivered  - orders delivered via a mobile device,1056,Orders delivered 
Ai,Orders per Unit Customers,n,Number of Units,Orders per customer,1057,Orders per customer
A,Customers,,,Orders placed by repeat customers,1058,Orders placed by repeat customers
A,Orders Placed current period,B,Orders Placed previous period,Orders placed via a mobile device,1059,Orders placed via a mobile device
A,Customers current period,B,Customers previous period,Repeat customers,1060,Repeat customers
A,Customers,,,Repeat customers,1060,Repeat customers
A,Customers,,,Repeat customers orders,1061,Repeat customers orders
A,Net Revenue,B,Revenue previous period,Revenue by type - International net revenue,1062,Revenue by type
A,Net Revenue,B,Revenue previous period,Revenue by type - U.S. net revenue,1063,Revenue by type
A,Monthly Active Users,B,Months,Active users - monthly active users,1064,Active users
Ai,Count - Countries,n,Number of Countries,Countries - number of countries,1065,Countries
A,Revenue,,,Revenue by type - Logistics Revenue,1066,Revenue by type
A,Revenue,,,Revenue by type - Marketplace Revenue,1067,Revenue by type
A,per Unit Revenue,B,Per Unit Revenue previous period,Revenue Per Active Buyer,1068,Revenue Per Active Buyer
Ai,Stores,n,Number of Stores,Number stores - Number of Company-operated stores,1069,Number stores
Ai,Stores Franchise,n,Number of Stores,Number stores - Number of franchised stores,1070,Number stores
A,Stores Revenue,B,Stores Revenue previous period,Same Store Revenues,1071,Same Store Revenues
Ai,Segment Franchise Revenue,n,Number of Segments,Segment revenues - Franchise Royalties and Fees,1072,Segment revenues
Ai,Segment Revenue,n,Number of Segments,Segment revenues - Lease and Retail Revenues,1073,Segment revenues
Ai,Segment Sales Revenue,n,Number of Segments,Segment revenues - Non-Retail Sales,1074,Segment revenues
Ai,Segment Revenue,n,Number of Segments,Segment revenues - Other,929,Segment revenues
Ai,Segment Sales Revenue,n,Number of Segments,Segment revenues - Retail Sales,1075,Segment revenues
Ai,Stores,n,Number of Stores,No. of Stores,1076,No. of Stores
A,Revenue,,,Revenue by Category - Apparel Revenue,1077,Revenue by Category
A,Revenue,,,Revenue by Category - Footwear Revenue,1078,Revenue by Category
A,Sales Revenue,,,Revenue by Category - Other Sales Revenue,1079,Revenue by Category
A,Revenue,,,Revenue by Category - Outdoors Revenue,1080,Revenue by Category
A,Revenue,,,Revenue by Category - Sports and Recreation Revenue,1081,Revenue by Category
A,Sales,B,Sales previous period,Comparable sales - Domestic comparable online sales,1082,Comparable sales
A,Sales,B,Sales previous period,Comparable sales - Domestic comparable sales,1083,Comparable sales
A,Sales,B,Sales previous period,Comparable sales - Enterprise comparable sales,1084,Comparable sales
A,Sales,B,Sales previous period,Comparable sales - International comparable sales,1085,Comparable sales
Ai,Geographic Revenue,n,Number of Regions,Geographic Revenue - Domestic Revenue,1086,Geographic Revenue
Ai,Geographic Revenue,n,Number of Regions,Geographic Revenue - International Revenue,1087,Geographic Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - Domestic Revenue from Appliances,1088,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - Domestic Revenue from Appliances,1088,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - Domestic Revenue from Computing and  Phones,1089,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - Domestic Revenue from Computing and Mobile Phones,1090,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - Domestic Revenue from Computing and Mobile Phones,1090,Geographic Segment Revenue
Ai,Segment Sum of Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - Domestic Revenue from Consumer Electronics,1091,Geographic Segment Revenue
Ai,Segment Sum of Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - Domestic Revenue from Consumer Electronics,1091,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - Domestic Revenue from Entertainment,1092,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - Domestic Revenue from Entertainment,1092,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - Domestic Revenue from Other,1093,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - Domestic Revenue from Other,1093,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - Domestic Revenue from Services,1094,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - Domestic Revenue from Services,1094,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - International Revenue from Appliances,1095,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - International Revenue from Appliances,1095,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - International Revenue from Computing and  Phones,1096,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - International Revenue from Computing and Mobile Phones,1097,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - International Revenue from Computing and Mobile Phones,1097,Geographic Segment Revenue
Ai,Segment Sum of Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - International Revenue from Consumer Electronics,1098,Geographic Segment Revenue
Ai,Segment Sum of Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - International Revenue from Consumer Electronics,1098,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - International Revenue from Entertainment,1099,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - International Revenue from Entertainment,1099,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - International Revenue from Other,1100,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - International Revenue from Other,1100,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - International Revenue from Services,1101,Geographic Segment Revenue
Ai,Segment Geographic Revenue,n,Number of Segments,Geographic Segment Revenue - International Revenue from Services,1101,Geographic Segment Revenue
A,Revenue,,,Revenue by Product - Appliances,1102,Revenue by Product
A,Revenue,,,Revenue by Product - Computing and Mobile Phones,1103,Revenue by Product
Ai,Sum of Revenue,n,Number of Product,Revenue by Product - Consumer Electronics,1104,Revenue by Product
A,Revenue,,,Revenue by Product - Entertainment,1105,Revenue by Product
A,Revenue,,,Revenue by Product - Other,1106,Revenue by Product
A,Revenue,,,Revenue by Product - Services,1107,Revenue by Product
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Domestic Revenue,1108,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - International Revenue,230,Segment Revenue
A,Net Sales,B,Sales previous period,Net Sales by Major Merchandise Categories - Apparel,1109,Net Sales by Major Merchandise Categories
A,Net Sales,B,Sales previous period,Net Sales by Major Merchandise Categories - Footwear,1110,Net Sales by Major Merchandise Categories
A,Net Sales,B,Sales previous period,"Net Sales by Major Merchandise Categories - Hats, accessories and other",1111,Net Sales by Major Merchandise Categories
A,Segment Net Sales,B,Sales previous period,Segment Net Sales - E-commerce,1112,Segment Net Sales
A,Segment Net Sales Revenue,B,Previous Period Sales,Segment Net Sales - E-commerce Revenue,1113,Segment Net Sales
A,Segment Net Stores Sales Revenue,B,Stores,Segment Net Sales - Retail Stores Revenue,1114,Segment Net Sales
A,Segment Net Stores Sales,B,Sales previous period,Segment Net Sales - Stores,1115,Segment Net Sales
Ai,New Stores,n,Number of Stores,Stores - new stores,1116,Stores
Ai,Stores Closed,n,Number of Stores,Stores - store closed,1117,Stores
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Finance charges and other,1118,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Other Revenue,939,Segment Revenue
Ai,Segment Sales Revenue,n,Number of Segments,Segment Revenue - Product sales,1119,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Repair service agreement commissions,1120,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Service revenues,312,Segment Revenue
Ai,Segment Sum of Sales Revenue,n,Number of Segments,Sub-Segment Revenue - Consumer electronics - Product sales,1121,Sub-Segment Revenue
Ai,Segment Sales Revenue,n,Number of Segments,Sub-Segment Revenue - Furniture and mattress - Product sales,1122,Sub-Segment Revenue
Ai,Segment Sales Revenue,n,Number of Segments,Sub-Segment Revenue - Home appliance - Product sales,1123,Sub-Segment Revenue
Ai,Segment Sales Revenue,n,Number of Segments,Sub-Segment Revenue - Home office - Product sales,1124,Sub-Segment Revenue
Ai,Segment Sales Revenue,n,Number of Segments,Sub-Segment Revenue - Other - Product sales,1125,Sub-Segment Revenue
A,Customers Sales Revenue,,,Revenue by Type - External Customer Sales,1126,Revenue by Type
A,Segment Sales Revenue,,,Revenue by Type - Intersegment Sales,1127,Revenue by Type
